block_id,Company_Profile,Industry_Sector,Annual_TEU,Cost_per_TEU,Distance_CH,Mode_Decider,Existing_Mode,Secondary_Modes,Reasons_Current,Use_Intermodal_12m,Intermodal_Frequency,NonUser_Reasons,StopUsing_Reasons,User_Reasons,Factor_Cost,Factor_Time,Factor_Frequency,Factor_Punctuality,Factor_Accessibility,Factor_CO2,Factor_Flexibility,Factor_Security,Factor_Tracking,Factor_Booking,Trust_Intermodal,Cost_Perception,Risk_Damage,Sustainability_Importance,Pay_Premium_CO2,Policy_Encouragement,Govt_Influence,SP_Task1,SP_Task2,SP_Task3,SP_Task4,SP_Task5,SP_Task6,SP_Task7,SP_Task8,SP_Task9_Dominance,SP_Task10_Consistency
1,Retailer/Wholesaler,Consumer Goods,< 100,"1,000 – 2,000",100–200 km,"Other, Logistics / Supply Chain Manager",Road,None,"Accessibility (terminal/first-last mile), Regulatory compliance, Technological integration (tracking, digital booking), Reliability (on-time)",No,,"Damage/loss, Transit time too long",,,3,4,5,4,4,4,5,3,4,3,3,3,4,5,4,"Branch-specific intermodal services, Other, Priority access for time-sensitive freight, Subsidies for rail transport",2,Other,Intermodal,Intermodal,Intermodal,Intermodal,Intermodal,Road,Intermodal,Other,Intermodal
2,"Intermodal Operator (Rail, Terminal)",Food & Beverage,"> 1,000","1,000 – 2,000",100–200 km,Procurement / Purchasing,Road,"Road, Multimodal","Technological integration (tracking, digital booking), Regulatory compliance, Sustainability (CO₂), Accessibility (terminal/first-last mile)",No,,"Damage/loss, Transit time too long",,,3,5,4,5,4,5,4,4,4,4,4,3,5,3,3,"Investment in rail infrastructure, More flexible rail schedules, Other, Priority access for time-sensitive freight, Subsidies for rail transport",2,Road,Intermodal,Intermodal,Intermodal,Intermodal,Intermodal,Road,Intermodal,Intermodal,Road
3,"Other, Manufacturer",Other,"500 – 1,000",< 500,100–200 km,Logistics / Supply Chain Manager,Road,Multimodal,"Regulatory compliance, Accessibility (terminal/first-last mile), Flexibility",Yes,Occasionally (1–5/yr),,,Appropriate transport time,4,4,4,4,4,4,5,4,4,5,4,4,3,4,4,"Branch-specific intermodal services, More flexible rail schedules",3,Road,Road,Intermodal,Road,Road,Intermodal,Road,Intermodal,Intermodal,Road
1,"Other, Retailer/Wholesaler",Consumer Goods,"500 – 1,000",< 500,200–350 km,Operations Manager,Multimodal,Road,"Sustainability (CO₂), Technological integration (tracking, digital booking), Cost efficiency, Risk avoidance",Yes,Regularly (6+/yr),,,Environmental benefits,4,2,3,5,5,3,4,4,5,3,4,4,3,5,4,"Branch-specific intermodal services, Carbon tax on road transport",2,Road,Road,Intermodal,Road,Intermodal,Intermodal,Road,Intermodal,Intermodal,Road
2,"Intermodal Operator (Rail, Terminal)",Perishable goods,100 – 500,< 500,200–350 km,CEO / Senior Executive,Multimodal,Road,"Accessibility (terminal/first-last mile), Risk avoidance",Yes,Regularly (6+/yr),,,"Appropriate transport time, Customised service, Environmental benefits",5,5,2,4,5,4,3,4,3,3,4,3,2,3,3,"Carbon tax on road transport, Investment in rail infrastructure, Other, Subsidies for rail transport",2,Road,Road,Intermodal,Road,Intermodal,Intermodal,Road,Intermodal,Intermodal,Road
3,Manufacturer,Industrial Equipment,< 100,"500 – 1,000",> 350 km,Other,Other,None,"Reliability (on-time), Transit time / Speed",Yes,Occasionally (1–5/yr),,,Appropriate transport time,3,3,5,5,3,2,2,3,3,3,4,3,3,3,2,"Digital freight platforms for easier booking, Priority access for time-sensitive freight",4,Road,Road,Intermodal,Road,Intermodal,Intermodal,Road,Intermodal,Intermodal,Road
1,"Intermodal Operator (Rail, Terminal)",Industrial Equipment,"> 1,000","500 – 1,000",100–200 km,Operations Manager,Multimodal,None,"Transit time / Speed, Regulatory compliance",No,,"Damage/loss, Delays",,,4,3,3,4,4,5,3,4,4,3,4,4,3,3,3,"Carbon tax on road transport, Digital freight platforms for easier booking, Subsidies for rail transport",2,Intermodal,Road,Intermodal,Intermodal,Intermodal,Intermodal,Road,Intermodal,Intermodal,Road
2,"Intermodal Operator (Rail, Terminal), Other",Food & Beverage,"500 – 1,000",< 500,100–200 km,Other,Road,None,"Risk avoidance, Technological integration (tracking, digital booking), Flexibility",Yes,Occasionally (1–5/yr),,,"Environmental benefits, Other",5,4,3,4,4,4,4,2,3,3,3,3,3,4,5,"Carbon tax on road transport, Other, Subsidies for rail transport",4,Road,Intermodal,Intermodal,Other,Intermodal,Intermodal,Road,Intermodal,Intermodal,Intermodal
3,"Retailer/Wholesaler, Freight Forwarder (3PL/4PL)",Chemicals,"> 1,000","1,000 – 2,000",< 100 km,"Other, Logistics / Supply Chain Manager",Road,Road,"Flexibility, Technological integration (tracking, digital booking), Risk avoidance, Accessibility (terminal/first-last mile)",Yes,Regularly (6+/yr),,"Damage/loss concerns, High costs",Improved reliability,2,5,5,4,4,4,3,4,3,3,4,4,3,4,4,"Carbon tax on road transport, Other, Subsidies for rail transport",4,Road,Intermodal,Intermodal,Road,Intermodal,Intermodal,Road,Intermodal,Intermodal,Intermodal
1,Manufacturer,Chemicals,100 – 500,"1,000 – 2,000",< 100 km,"Operations Manager, Logistics / Supply Chain Manager",Other,"Road, Multimodal","Transit time / Speed, Accessibility (terminal/first-last mile), Regulatory compliance",Yes,Occasionally (1–5/yr),,,"Environmental benefits, Cost savings",3,3,3,5,4,2,3,5,4,2,5,3,3,5,4,"Branch-specific intermodal services, Carbon tax on road transport, Digital freight platforms for easier booking, Other",4,Road,Road,Other,Road,Intermodal,Intermodal,Road,Intermodal,Intermodal,Road
2,"Other, Manufacturer",Perishable goods,"500 – 1,000",< 500,200–350 km,Other,Multimodal,None,"Cost efficiency, Risk avoidance, Technological integration (tracking, digital booking), Reliability (on-time)",Yes,Occasionally (1–5/yr),,,"Cost savings, Improved reliability, Other",3,4,3,4,4,4,4,3,5,3,4,3,2,3,3,"Digital freight platforms for easier booking, Investment in rail infrastructure, Other, Priority access for time-sensitive freight",3,Road,Road,Intermodal,Other,Intermodal,Road,Road,Intermodal,Intermodal,Road
3,"Intermodal Operator (Rail, Terminal), Retailer/Wholesaler",Consumer Goods,"500 – 1,000",< 500,200–350 km,"Procurement / Purchasing, Other",Road,None,"Risk avoidance, Technological integration (tracking, digital booking), Flexibility",Yes,Occasionally (1–5/yr),,"Limited rail network coverage, Damage/loss concerns","Appropriate transport time, Other",4,4,4,4,4,4,3,5,3,4,2,3,2,4,5,"Branch-specific intermodal services, More flexible rail schedules, Priority access for time-sensitive freight, Subsidies for rail transport",2,Road,Intermodal,Intermodal,Road,Intermodal,Intermodal,Road,Intermodal,Intermodal,Intermodal
1,"Intermodal Operator (Rail, Terminal)",Chemicals,"> 1,000",< 500,> 350 km,"CEO / Senior Executive, Logistics / Supply Chain Manager",Road,None,"Risk avoidance, Transit time / Speed, Accessibility (terminal/first-last mile), Flexibility",No,,"Lack of tracking, Transit time too long, Damage/loss",,,5,4,3,5,3,4,4,2,5,4,4,2,2,3,3,"Digital freight platforms for easier booking, More flexible rail schedules, Subsidies for rail transport",2,Road,Road,Intermodal,Road,Intermodal,Intermodal,Road,Intermodal,Intermodal,Road
2,Manufacturer,Dangerous goods,"500 – 1,000","1,000 – 2,000",< 100 km,CEO / Senior Executive,Road,Road,"Reliability (on-time), Accessibility (terminal/first-last mile), Regulatory compliance, Transit time / Speed",Yes,Regularly (6+/yr),,,Cost savings,4,4,5,4,3,3,3,4,4,5,3,3,3,4,4,"Carbon tax on road transport, Digital freight platforms for easier booking, Priority access for time-sensitive freight, Subsidies for rail transport",4,Road,Intermodal,Intermodal,Intermodal,Intermodal,Intermodal,Road,Intermodal,Intermodal,Intermodal
3,"Intermodal Operator (Rail, Terminal), Retailer/Wholesaler",Other,"500 – 1,000","500 – 1,000",200–350 km,"Procurement / Purchasing, Logistics / Supply Chain Manager",Other,None,"Risk avoidance, Sustainability (CO₂)",Yes,Occasionally (1–5/yr),,Inflexible schedules,"Customised service, Environmental benefits",5,5,4,4,2,3,4,3,4,4,3,3,3,3,3,"Carbon tax on road transport, More flexible rail schedules",5,Road,Road,Intermodal,Road,Intermodal,Intermodal,Road,Intermodal,Intermodal,Road
1,Retailer/Wholesaler,Chemicals,< 100,< 500,200–350 km,"Other, Logistics / Supply Chain Manager",Road,None,"Cost efficiency, Reliability (on-time), Flexibility, Risk avoidance",Yes,Occasionally (1–5/yr),,,"Improved reliability, Other",3,2,4,5,3,5,4,5,3,4,4,4,2,4,5,"Digital freight platforms for easier booking, Investment in rail infrastructure, Other, Subsidies for rail transport",3,Road,Intermodal,Intermodal,Road,Intermodal,Road,Road,Intermodal,Intermodal,Intermodal
2,"Intermodal Operator (Rail, Terminal)",Consumer Goods,100 – 500,< 500,< 100 km,"CEO / Senior Executive, Operations Manager",Multimodal,None,"Transit time / Speed, Reliability (on-time)",No,,Complicated booking,,,3,5,3,5,4,4,3,4,3,4,4,2,4,5,4,"Investment in rail infrastructure, Priority access for time-sensitive freight",3,Road,Road,Intermodal,Intermodal,Intermodal,Intermodal,Road,Intermodal,Intermodal,Road
3,"Manufacturer, Freight Forwarder (3PL/4PL)",Food & Beverage,"500 – 1,000","500 – 1,000",100–200 km,Operations Manager,Multimodal,None,"Transit time / Speed, Cost efficiency",Yes,Occasionally (1–5/yr),,,"Customised service, Environmental benefits",4,4,4,4,3,4,4,3,5,3,3,4,4,4,4,"Other, Priority access for time-sensitive freight, Subsidies for rail transport",3,Road,Road,Intermodal,Road,Intermodal,Intermodal,Road,Intermodal,Intermodal,Road
1,"Freight Forwarder (3PL/4PL), Retailer/Wholesaler",Consumer Goods,100 – 500,"500 – 1,000",< 100 km,"CEO / Senior Executive, Operations Manager",Road,None,"Regulatory compliance, Sustainability (CO₂), Reliability (on-time)",Yes,Regularly (6+/yr),,,"Appropriate transport time, Improved reliability",4,4,4,5,3,3,4,4,3,5,3,3,3,3,2,"Digital freight platforms for easier booking, Priority access for time-sensitive freight, Subsidies for rail transport",2,Road,Road,Intermodal,Intermodal,Intermodal,Intermodal,Road,Intermodal,Intermodal,Road
2,Manufacturer,Food & Beverage,"500 – 1,000","> 2,000",100–200 km,"Procurement / Purchasing, Logistics / Supply Chain Manager",Multimodal,None,"Technological integration (tracking, digital booking), Sustainability (CO₂)",No,,"Other, Transit time too long",,,3,2,3,5,4,4,3,2,3,4,5,4,4,4,4,"Carbon tax on road transport, Investment in rail infrastructure, Priority access for time-sensitive freight, Subsidies for rail transport",3,Intermodal,Road,Intermodal,Intermodal,Intermodal,Intermodal,Road,Intermodal,Intermodal,Road
3,"Freight Forwarder (3PL/4PL), Other",Food & Beverage,100 – 500,< 500,100–200 km,CEO / Senior Executive,Multimodal,None,"Reliability (on-time), Accessibility (terminal/first-last mile), Technological integration (tracking, digital booking), Flexibility",No,,"Delays, Need last-mile road",,,4,5,5,5,3,4,4,3,4,4,3,4,3,3,3,"Carbon tax on road transport, Digital freight platforms for easier booking, Other, Subsidies for rail transport",3,Road,Road,Intermodal,Other,Intermodal,Intermodal,Road,Intermodal,Intermodal,Road
1,"Retailer/Wholesaler, Manufacturer",Other,< 100,"500 – 1,000",200–350 km,"Logistics / Supply Chain Manager, Operations Manager",Road,Road,"Flexibility, Accessibility (terminal/first-last mile)",Yes,Regularly (6+/yr),,,"Cost savings, Appropriate transport time, Improved reliability",5,2,4,4,4,4,5,3,4,4,2,5,2,4,4,"Branch-specific intermodal services, Digital freight platforms for easier booking, More flexible rail schedules",2,Other,Road,Intermodal,Road,Intermodal,Intermodal,Other,Road,Intermodal,Road
2,"Retailer/Wholesaler, Intermodal Operator (Rail, Terminal)",Consumer Goods,"> 1,000","1,000 – 2,000",100–200 km,"Other, Procurement / Purchasing",Multimodal,Road,"Technological integration (tracking, digital booking), Transit time / Speed, Cost efficiency",Yes,Regularly (6+/yr),,,Appropriate transport time,3,3,4,4,4,3,2,5,4,3,4,4,3,4,5,"Carbon tax on road transport, More flexible rail schedules, Subsidies for rail transport",3,Other,Road,Intermodal,Intermodal,Intermodal,Intermodal,Road,Intermodal,Intermodal,Road
3,"Manufacturer, Other",Industrial Equipment,"> 1,000","500 – 1,000",100–200 km,CEO / Senior Executive,Road,None,"Reliability (on-time), Cost efficiency, Sustainability (CO₂)",Yes,Occasionally (1–5/yr),,,"Other, Cost savings, Improved reliability",5,4,4,5,4,3,4,4,5,4,4,3,3,4,4,"Investment in rail infrastructure, More flexible rail schedules, Priority access for time-sensitive freight, Subsidies for rail transport",4,Road,Intermodal,Intermodal,Road,Intermodal,Intermodal,Road,Intermodal,Intermodal,Intermodal
1,"Retailer/Wholesaler, Intermodal Operator (Rail, Terminal)",Food & Beverage,"> 1,000","500 – 1,000",< 100 km,"Logistics / Supply Chain Manager, Other",Road,"Road, Multimodal","Flexibility, Regulatory compliance, Accessibility (terminal/first-last mile)",No,,"Other, Need last-mile road, Transit time too long",,,4,5,5,3,3,3,4,4,5,3,4,3,3,4,4,"Investment in rail infrastructure, More flexible rail schedules",4,Road,Road,Intermodal,Intermodal,Intermodal,Intermodal,Road,Intermodal,Intermodal,Road
2,Other,Consumer Goods,"500 – 1,000","500 – 1,000",200–350 km,"Procurement / Purchasing, CEO / Senior Executive",Road,Multimodal,"Risk avoidance, Flexibility",Yes,Occasionally (1–5/yr),,,"Improved reliability, Customised service",3,5,5,5,4,5,5,4,3,4,5,4,4,5,4,"Carbon tax on road transport, Digital freight platforms for easier booking, Investment in rail infrastructure, Priority access for time-sensitive freight",4,Road,Road,Other,Intermodal,Intermodal,Intermodal,Road,Intermodal,Intermodal,Road
3,Manufacturer,Other,100 – 500,"500 – 1,000",100–200 km,"Logistics / Supply Chain Manager, Procurement / Purchasing",Multimodal,Multimodal,"Risk avoidance, Sustainability (CO₂)",No,,Terminal access inconvenient,,,5,4,4,5,4,3,3,4,4,4,5,4,4,2,3,"Digital freight platforms for easier booking, Priority access for time-sensitive freight",3,Road,Road,Intermodal,Other,Intermodal,Intermodal,Road,Intermodal,Intermodal,Road
1,"Other, Manufacturer",Other,100 – 500,"500 – 1,000",200–350 km,Other,Multimodal,"Multimodal, Road","Regulatory compliance, Reliability (on-time), Sustainability (CO₂)",Yes,Regularly (6+/yr),,,"Appropriate transport time, Other, Environmental benefits",4,3,4,5,4,3,4,4,5,3,3,3,4,5,4,"Carbon tax on road transport, Digital freight platforms for easier booking, Other",4,Road,Road,Intermodal,Road,Other,Intermodal,Road,Intermodal,Intermodal,Road
2,Retailer/Wholesaler,Automotive,< 100,"500 – 1,000",200–350 km,"Operations Manager, CEO / Senior Executive",Multimodal,Road,"Sustainability (CO₂), Reliability (on-time)",Yes,Regularly (6+/yr),,,"Other, Environmental benefits",3,4,4,5,4,2,4,4,5,3,3,3,4,4,4,"Digital freight platforms for easier booking, More flexible rail schedules, Other, Priority access for time-sensitive freight",4,Intermodal,Road,Intermodal,Road,Other,Intermodal,Road,Intermodal,Intermodal,Road
3,"Intermodal Operator (Rail, Terminal), Manufacturer",Perishable goods,100 – 500,"500 – 1,000",100–200 km,"Logistics / Supply Chain Manager, Other",Multimodal,"Road, Multimodal","Risk avoidance, Flexibility",Yes,Occasionally (1–5/yr),,Damage/loss concerns,"Appropriate transport time, Cost savings",3,4,4,5,4,4,3,3,3,3,4,4,4,3,3,"Branch-specific intermodal services, Carbon tax on road transport, More flexible rail schedules, Other",2,Road,Road,Intermodal,Road,Intermodal,Road,Road,Road,Intermodal,Road
1,Manufacturer,Perishable goods,100 – 500,"1,000 – 2,000",200–350 km,CEO / Senior Executive,Road,None,"Cost efficiency, Sustainability (CO₂), Technological integration (tracking, digital booking)",No,,"Cost is too high, Need last-mile road",,,4,3,4,5,4,4,3,3,5,4,4,4,2,3,3,"Investment in rail infrastructure, Subsidies for rail transport",3,Road,Road,Intermodal,Road,Intermodal,Intermodal,Road,Intermodal,Intermodal,Road
2,"Intermodal Operator (Rail, Terminal)",Automotive,< 100,"500 – 1,000",< 100 km,Logistics / Supply Chain Manager,Road,None,"Regulatory compliance, Risk avoidance, Accessibility (terminal/first-last mile)",Yes,Regularly (6+/yr),,,"Other, Improved reliability, Customised service",2,4,5,4,4,3,2,4,5,5,2,2,2,2,3,"Branch-specific intermodal services, More flexible rail schedules, Other, Priority access for time-sensitive freight",3,Road,Road,Intermodal,Road,Intermodal,Road,Road,Intermodal,Intermodal,Road
3,Manufacturer,Food & Beverage,100 – 500,< 500,200–350 km,"Logistics / Supply Chain Manager, CEO / Senior Executive",Multimodal,None,"Reliability (on-time), Technological integration (tracking, digital booking), Transit time / Speed, Sustainability (CO₂)",No,,"Delays, Other, Need last-mile road",,,4,3,4,5,4,4,3,4,1,4,5,2,3,4,4,"More flexible rail schedules, Other, Priority access for time-sensitive freight",4,Road,Road,Intermodal,Road,Intermodal,Intermodal,Road,Intermodal,Intermodal,Road
1,Other,Automotive,"500 – 1,000","500 – 1,000",200–350 km,"Logistics / Supply Chain Manager, Procurement / Purchasing",Road,None,"Transit time / Speed, Accessibility (terminal/first-last mile), Risk avoidance, Cost efficiency",No,,"Terminal access inconvenient, Damage/loss, Transit time too long",,,5,4,4,5,5,4,4,4,5,3,3,2,2,3,3,"Branch-specific intermodal services, Priority access for time-sensitive freight",2,Road,Road,Intermodal,Road,Intermodal,Other,Road,Intermodal,Intermodal,Road
2,"Manufacturer, Freight Forwarder (3PL/4PL)",Perishable goods,"500 – 1,000","500 – 1,000",< 100 km,Logistics / Supply Chain Manager,Road,Road,"Transit time / Speed, Cost efficiency",Yes,Regularly (6+/yr),,,Customised service,3,4,2,5,3,3,3,3,3,4,4,4,4,4,5,"Digital freight platforms for easier booking, Investment in rail infrastructure, Subsidies for rail transport",4,Road,Road,Intermodal,Intermodal,Intermodal,Intermodal,Road,Intermodal,Intermodal,Intermodal
3,Other,Food & Beverage,"> 1,000",< 500,< 100 km,"CEO / Senior Executive, Procurement / Purchasing",Road,None,"Cost efficiency, Technological integration (tracking, digital booking)",No,,"Rail schedules not flexible, Damage/loss",,,5,4,4,4,3,4,4,5,4,4,3,4,4,5,4,"Branch-specific intermodal services, Carbon tax on road transport, Subsidies for rail transport",3,Road,Intermodal,Other,Road,Intermodal,Road,Road,Intermodal,Intermodal,Intermodal
1,"Other, Manufacturer",Food & Beverage,"500 – 1,000","500 – 1,000",> 350 km,"Operations Manager, CEO / Senior Executive",Road,None,"Flexibility, Transit time / Speed, Sustainability (CO₂)",No,,"Other, Delays, Terminal access inconvenient",,,4,5,5,4,4,4,5,4,4,3,3,4,3,4,4,"Carbon tax on road transport, More flexible rail schedules",3,Road,Road,Intermodal,Intermodal,Road,Intermodal,Road,Intermodal,Intermodal,Road
2,"Retailer/Wholesaler, Manufacturer",Industrial Equipment,"> 1,000","500 – 1,000",100–200 km,"CEO / Senior Executive, Logistics / Supply Chain Manager",Multimodal,None,"Sustainability (CO₂), Reliability (on-time), Cost efficiency, Technological integration (tracking, digital booking)",Yes,Occasionally (1–5/yr),,,Other,5,5,5,5,3,3,4,4,3,4,5,3,2,3,3,"Other, Subsidies for rail transport",3,Road,Road,Intermodal,Intermodal,Intermodal,Intermodal,Road,Intermodal,Intermodal,Road
3,"Other, Manufacturer",Dangerous goods,100 – 500,"500 – 1,000",100–200 km,Other,Road,None,"Sustainability (CO₂), Cost efficiency",No,,Damage/loss,,,3,4,3,4,3,4,5,4,3,4,3,3,3,3,3,"Branch-specific intermodal services, More flexible rail schedules",3,Intermodal,Road,Other,Intermodal,Intermodal,Road,Road,Intermodal,Intermodal,Road
1,Retailer/Wholesaler,Other,"> 1,000","1,000 – 2,000",> 350 km,"Procurement / Purchasing, Other",Road,None,"Sustainability (CO₂), Flexibility, Reliability (on-time), Technological integration (tracking, digital booking)",Yes,Occasionally (1–5/yr),,Complex coordination with rail operators,"Cost savings, Other, Improved reliability",5,3,4,3,4,4,3,4,3,5,4,4,1,4,5,"More flexible rail schedules, Subsidies for rail transport",3,Road,Road,Intermodal,Intermodal,Intermodal,Intermodal,Road,Intermodal,Intermodal,Road
2,"Other, Freight Forwarder (3PL/4PL)",Perishable goods,"> 1,000","500 – 1,000",100–200 km,CEO / Senior Executive,Road,None,"Cost efficiency, Reliability (on-time)",No,,"Other, Transit time too long, Complicated booking",,,4,4,5,4,5,3,4,4,4,3,3,4,3,3,3,"Carbon tax on road transport, Digital freight platforms for easier booking, Priority access for time-sensitive freight, Subsidies for rail transport",3,Road,Road,Intermodal,Road,Intermodal,Intermodal,Road,Intermodal,Intermodal,Road
3,Freight Forwarder (3PL/4PL),Industrial Equipment,< 100,"500 – 1,000",100–200 km,Logistics / Supply Chain Manager,Multimodal,None,"Risk avoidance, Transit time / Speed, Reliability (on-time), Regulatory compliance",No,,"Delays, Damage/loss",,,3,4,3,5,3,4,3,3,5,4,3,2,2,3,3,"More flexible rail schedules, Other",4,Road,Road,Intermodal,Road,Intermodal,Intermodal,Road,Intermodal,Intermodal,Road
1,"Manufacturer, Retailer/Wholesaler",Food & Beverage,< 100,"500 – 1,000",100–200 km,CEO / Senior Executive,Road,"Road, Multimodal","Regulatory compliance, Technological integration (tracking, digital booking), Risk avoidance",No,,Cost is too high,,,3,5,4,4,4,4,4,3,5,3,5,3,4,5,5,"Carbon tax on road transport, Investment in rail infrastructure, Other, Subsidies for rail transport",3,Intermodal,Intermodal,Intermodal,Road,Other,Intermodal,Road,Intermodal,Intermodal,Intermodal
2,"Other, Manufacturer",Food & Beverage,100 – 500,< 500,> 350 km,"CEO / Senior Executive, Other",Road,None,"Sustainability (CO₂), Cost efficiency",No,,Lack of tracking,,,3,5,4,3,3,3,3,5,4,5,3,3,4,2,3,"Branch-specific intermodal services, Carbon tax on road transport, Digital freight platforms for easier booking, More flexible rail schedules",4,Road,Intermodal,Other,Intermodal,Road,Intermodal,Road,Other,Intermodal,Intermodal
3,Retailer/Wholesaler,Perishable goods,"500 – 1,000","500 – 1,000",< 100 km,"Procurement / Purchasing, Other",Multimodal,None,"Risk avoidance, Accessibility (terminal/first-last mile), Cost efficiency, Reliability (on-time)",No,,"Delays, Rail schedules not flexible",,,4,3,3,4,4,3,4,5,4,3,4,3,2,3,3,"Digital freight platforms for easier booking, Investment in rail infrastructure",3,Road,Intermodal,Intermodal,Road,Intermodal,Intermodal,Road,Intermodal,Intermodal,Intermodal
1,"Retailer/Wholesaler, Intermodal Operator (Rail, Terminal)",Food & Beverage,100 – 500,"500 – 1,000",< 100 km,Procurement / Purchasing,Road,None,"Flexibility, Cost efficiency",Yes,Occasionally (1–5/yr),,,"Customised service, Environmental benefits",4,5,4,4,4,5,2,3,4,3,3,3,3,4,5,"Investment in rail infrastructure, Other",3,Road,Intermodal,Intermodal,Other,Intermodal,Intermodal,Road,Intermodal,Intermodal,Intermodal
